BFSNr	SiedlungNr	SiedlungName	qualifier	GebäudeAnz	WohnungenAnz	EinwAnz
223	223015	Dorf Hünikon		S	51	62	153
223	223016	Andliker		S	1	1	4
223	223017	Buck		S	2	1	1
223	223018	Asp		S	1	2	7
223	223019	Schili		S	1	1	4
223	223020	Leigenrüti		S	1	2	6
223	223021	Oberwingert		S	1	2	3
223	223022	Wingert		S	1	2	6
223	223023	Schäppi		S	1	1	4
223	223024	Himmerich		S	1	1	4
223	223025	Dorf Aesch		S	74	149	341
223	223026	Heerenweg		S	3	3	5
223	223027	Wüerlen		S	1	1	5
223	223028	Lantwis		S	1	2	6
223	223029	Burg		S	1	1	2
223	223030	Kehlhof		S	6	8	18
223	223031	Hinterhueb		S	7	8	16
223	223032	Mittlerhueb		S	4	6	19
223	223033	Oedenhof		S	4	4	8
223	223034	Steig		S	1	1	2
223	223035	Hüdel		S	1	1	1
223	223036	Oschwang		S	1	2	6
223	223037	Hofstetten		S	1	1	2
223	223039	Dorf Riet		S	36	49	130
223	223040	Oberfeld		S	1	1	7
223	223041	Juch		S	1	2	5
223	223042	Neuwingert		S	5	5	12
223	223043	Unterhueb		S	1	2	2
223	223045	Wartguet		S	7	11	26
223	223047	Rosacker		S	1	1	1
223	223048	Franken		S	1	1	2
223	223050	Ziegelhütten		S	8	9	32
223	223051	Tössallmänt		S	85	138	349
223	223052	Pünt		S	1	1	1
223	223054	Fuchsbüel		S	1	2	4
223	223055	Bruppach		S	2	2	3
223	223399	Personen ohne Siedlungs-Nr. 		R	0	0	108
224	224001	Pfungen (Dorf)		S	532	1’007	2’369
224	224002	Bruni		S	4	4	16
224	224004	Rissorta		S	1	2	6
224	224005	Waldi		S	1	1	7
224	224007	Stubenwis		S	2	2	7
224	224008	Berghof		S	1	1	1
224	224009	Salhof		S	2	2	5
224	224010	Rumstal		S	3	4	14
224	224399	Personen ohne Siedlungs-Nr. 		R	0	0	61
225	225001	Rickenbach (Dorf)	Quartiere	Q	203	267	705
225	225004	Sulz	Quartiere	Q	431	523	1’244
225	225012	Hinter-Grüt		S	7	11	26
225	225013	Greisler		S	1	1	6
225	225014	Rubi		S	1	2	8
225	225015	Mottli		S	2	3	8
225	225016	Hofwiesen		S	1	2	4
225	225017	Römerhof		S	2	2	8
225	225399	Personen ohne Siedlungs-Nr. 		R	0	0	18
226	226001	Berg Waltenstein		S	14	17	48
226	226002	Heidertal		S	3	3	8
226	226003	Im Schäfer		S	1	1	7
226	226004	Jakobstal		S	1	1	3
226	226005	Johannestal		S	2	2	8
226	226006	Nussberg		S	26	32	82
226	226007	Oberschlatt		S	35	41	105
226	226008	Rüteren		S	3	4	11
226	226009	Schwändi		S	2	1	4
226	226011	Strick		S	1	2	3
226	226013	Unterschlatt		S	62	60	174
226	226014	Waltenstein		S	32	41	118
226	226015	Schüracher Waltenstein		S	11	12	27
226	226399	Personen ohne Siedlungs-Nr. 		R	0	0	12
227	227001	Seuzach (Dorf)	Quartiere	Q	1’176	2’215	5’388
227	227002	Heimenstein		S	5	4	12
227	227003	Baumschuel		S	2	3	10
227	227004	Hummel		S	1	1	2
227	227005	Riet		S	3	4	18
227	227006	Wiesental		S	7	20	42
227	227007	Rainbuck		S	3	6	14
227	227008	Unter-Ohringen		S	37	50	140
227	227009	Rossacker		S	1	1	2
227	227010	Ober-Ohringen		S	232	286	700
227	227011	Asp-Mettlen		S	12	15	32
227	227012	Rüti		S	1	1	1
227	227014	Steinbüel		S	3	3	5
227	227015	Eichbüel		S	8	9	23
227	227016	Forrenberg		S	10	9	29
227	227018	Habermark		S	3	4	7
227	227019	Schlingg		S	1	2	6
227	227020	Chüeweg		S	1	1	7
227	227026	Brunnenwis		S	2	4	7
227	227028	Bahnwärterhaus		S	1	1	3
227	227399	Personen ohne Siedlungs-Nr. 		R	0	0	110
228	228001	Turbenthal (Dorf)		S	648	1’159	3’109
228	228002	Rüetschberg		S	1	1	2
228	228003	Seelmatten		S	27	33	87
228	228004	Girenbad		S	2	6	13
228	228005	Neugrüt		S	2	3	6
228	228006	Schnurberg		S	1	1	6
228	228007	Unter-Spitzwies		S	3	3	9
228	228008	Berberg		S	1	1	4
228	228009	Ramsberg		S	6	6	20
228	228011	Neubrunn		S	28	46	123
228	228015	Rossweid		S	2	2	8
228	228016	Oberhofen		S	41	45	119
228	228017	Lehrüti		S	1	1	4
228	228018	Schürli		S	3	3	6
228	228019	Rengerswil		S	3	2	8
228	228020	Ämmerwies		S	1	1	5
228	228021	Ebnet		S	1	1	4
228	228022	Unter-Schreizen		S	1	1	4
228	228025	Sack		S	1	1	3
228	228026	Breitenlandenberg		S	2	1	5
228	228027	Chümberg		S	1	1	6
228	228028	Ober-Schreizen		S	1	1	4
228	228029	Sitzberg		S	12	11	28
228	228030	Bühl		S	6	5	17
228	228031	Hofstetten		S	1	1	3
228	228032	Ruppen		S	4	3	9
228	228033	Berg		S	7	11	30
228	228034	Ober-Spitzwies		S	3	3	7
228	228035	Schochen		S	1	1	2
228	228036	Schmidrüti		S	13	12	37
228	228037	Hinter-Schmidrüti		S	1	3	7
228	228038	Chäfer		S	5	8	26
228	228039	Fräkmünd		S	3	3	6
228	228040	Tablat		S	29	30	89
228	228041	Gosswil		S	9	8	18
228	228042	Chellersacher		S	4	4	10
228	228043	Kapell		S	1	1	2
228	228044	Chalchegg		S	17	19	63
228	228045	Truben		S	2	3	7
228	228046	Weid		S	1	2	5
228	228047	Furrershus		S	2	2	5
228	228048	Zelgli		S	1	1	2
228	228049	Wilden		S	1	2	5
228	228050	Ger		S	5	8	17
228	228052	Krinnensberg		S	2	1	3
228	228399	Personen ohne Siedlungs-Nr. 		R	0	0	138
229	229001	Wiesendangen	Quartiere	Q	1’020	1’486	3’671
229	229009	Menzengrüt		S	18	21	57
229	229010	Rütihof		S	1	1	4
229	229011	Im Giger		S	1	1	6
229	229012	Attikon		S	33	40	89
229	229013	Sonnenhof		S	1	1	4
229	229014	Hinteregg		S	3	3	12
229	229015	Wallikon		S	4	5	17
229	229016	Bettli		S	1	1	5
229	229017	Balzenmoos		S	1	1	2
229	229018	Kreuzstrasse		S	2	3	7
229	229019	Rain		S	1	1	2
229	229020	Berghof		S	1	2	8
229	229021	Rebhof		S	1	2	6
229	229022	Alte Frauenfelderstrasse		S	2	5	15
229	229023	Herrenreben		S	1	1	2
229	229024	Tellen		S	1	1	3
229	229025	Buch		S	13	16	46
229	229026	Riethof		S	1	1	3
229	229027	Gloggenwiesen		S	1	1	2
229	229028	Stadtweg		S	1	1	1
229	229029	Mattenhof		S	1	1	3
229	229030	Hohrain		S	1	1	5
229	229031	Herrenacker		S	1	1	3
229	229032	Brühl		S	1	2	4
229	229033	Bahnhüsli		S	1	1	1
229	229034	Orbühl		S	1	1	4
229	229399	Personen ohne Siedlungs-Nr. 		R	0	0	47
230	230730	Winterthur (Stadt)	Hauptsiedlung	Q	12’911	38’608	83’075
230	230101	Stadt Winterthur (Kreis 1)	Waldhof	S	2	3	22
230	230102	Stadt Winterthur (Kreis 1)	Bruderhaus	S	1	1	2
230	230104	Stadt Winterthur (Kreis 1)	Eichliacker/Försterhaus	S	2	3	10
230	230201	Oberwinterthur (Kreis 2)	Weieracker	S	1	2	6
230	230202	Oberwinterthur (Kreis 2)	Mörsburg	S	4	4	13
230	230203	Oberwinterthur (Kreis 2)	Grundhof	S	15	25	66
230	230204	Oberwinterthur (Kreis 2)	Breitäcker	S	1	1	6
230	230205	Oberwinterthur (Kreis 2)	Reutlingen	S	95	134	357
230	230206	Oberwinterthur (Kreis 2)	Untere Breite	S	1	2	5
230	230207	Oberwinterthur (Kreis 2)	Zelgli	S	2	2	4
230	230208	Oberwinterthur (Kreis 2)	Trottli	S	1	1	5
230	230209	Oberwinterthur (Kreis 2)	Gussli	S	1	1	5
230	230211	Oberwinterthur (Kreis 2)	Loo	S	5	6	13
230	230212	Oberwinterthur (Kreis 2)	Bahnwärterhaus	S	1	1	4
230	230213	Oberwinterthur (Kreis 2)	Rütenenhof	S	1	1	6
230	230214	Oberwinterthur (Kreis 2)	Ruchegg	S	1	1	2
230	230215	Oberwinterthur (Kreis 2)	Freihof	S	2	2	6
230	230216	Oberwinterthur (Kreis 2)	Binzhof	S	2	3	10
230	230217	Oberwinterthur (Kreis 2)	Essigfabrik	S	6	7	17
230	230218	Oberwinterthur (Kreis 2)	Birchhof	S	1	2	6
230	230219	Oberwinterthur (Kreis 2)	Brunnenwiese	S	2	3	5
230	230221	Oberwinterthur (Kreis 2)	Ober Ricketwil	S	9	10	22
230	230222	Oberwinterthur (Kreis 2)	Heimenrüti	S	1	1	1
230	230223	Oberwinterthur (Kreis 2)	Maas	S	3	3	8
230	230225	Oberwinterthur (Kreis 2)	Weingarten	S	3	3	10
230	230226	Oberwinterthur (Kreis 2)	Unter Ricketwil	S	10	15	46
230	230227	Oberwinterthur (Kreis 2)	Stadel (Dorf)	S	59	92	206
230	230301	Seen (Kreis 3)	Waldegg (östlicher Teil)	S	8	9	26
230	230302	Seen (Kreis 3)	Floren	S	2	2	7
230	230303	Seen (Kreis 3)	Chölberg	S	2	2	6
230	230304	Seen (Kreis 3)	Paradis	S	1	1	4
230	230305	Seen (Kreis 3)	Boll	S	3	4	9
230	230306	Seen (Kreis 3)	Ganzenbühl	S	1	2	6
230	230307	Seen (Kreis 3)	Ziegelhütte	S	2	4	12
230	230308	Seen (Kreis 3)	Felsenhof	S	1	1	5
230	230309	Seen (Kreis 3)	Gotzenwil	S	115	128	419
230	230311	Seen (Kreis 3)	Weierhöhe	S	35	34	91
230	230312	Seen (Kreis 3)	Weier	S	16	22	47
230	230313	Seen (Kreis 3)	Binzenloo	S	1	1	6
230	230314	Seen (Kreis 3)	Eidberg	S	44	44	129
230	230316	Seen (Kreis 3)	Mulchlingen	S	10	9	29
230	230317	Seen (Kreis 3)	Sennhütte	S	1	1	2
230	230318	Seen (Kreis 3)	Iberg	S	180	190	548
230	230319	Seen (Kreis 3)	Thaa	S	9	11	27
230	230321	Seen (Kreis 3)	Sennhof	S	129	327	910
230	230322	Seen (Kreis 3)	Grinen	S	1	1	9
230	230402	Töss (Kreis 4)	Mittel-Dättnau	S	7	9	16
230	230405	Töss (Kreis 4)	Vorder-Dättnau	S	426	551	1’476
230	230406	Töss (Kreis 4)	Steigholz	S	24	292	745
230	230407	Töss (Kreis 4)	Schützenhaus	S	6	7	24
230	230409	Töss (Kreis 4)	Meisholz	S	1	0	1
230	230411	Töss (Kreis 4)	Rossberg	S	4	8	22
230	230501	Veltheim (Kreis 5)	Tierheim	S	1	1	1
230	230601	Wülflingen (Kreis 6)	Unter Radhof	S	8	7	25
230	230602	Wülflingen (Kreis 6)	Ober Radhof	S	5	7	16
230	230603	Wülflingen (Kreis 6)	Hirschengut	S	1	2	7
230	230604	Wülflingen (Kreis 6)	Insel	S	4	4	15
230	230605	Wülflingen (Kreis 6)	Taggenberg	S	4	6	21
230	230606	Wülflingen (Kreis 6)	Bruni	S	1	1	2
230	230607	Wülflingen (Kreis 6)	Hard	S	19	42	124
230	230608	Wülflingen (Kreis 6)	Meienried	S	63	75	184
230	230611	Wülflingen (Kreis 6)	Sporrer	S	1	2	3
230	230612	Wülflingen (Kreis 6)	Lerchenbühl	S	2	2	6
230	230613	Wülflingen (Kreis 6)	Rosengarten	S	5	5	15
230	230614	Wülflingen (Kreis 6)	Landwirtschaftliche Schule	S	3	2	10
230	230615	Wülflingen (Kreis 6)	Vorder-Rumstal	S	6	7	14
230	230617	Wülflingen (Kreis 6)	Stöcklirüti	S	2	2	4
230	230618	Wülflingen (Kreis 6)	Weiertal	S	11	13	39
230	230619	Wülflingen (Kreis 6)	Schweikhof	S	5	5	13
230	230622	Wülflingen (Kreis 6)	Wieshof	S	8	11	25
230	230623	Wülflingen (Kreis 6)	Guggenbühl	S	2	2	4
230	230624	Wülflingen (Kreis 6)	Tössrain	S	5	5	7
230	230625	Wülflingen (Kreis 6)	Aeschau	S	3	3	6
230	230626	Wülflingen (Kreis 6)	Hinter Furt	S	2	2	8
230	230627	Wülflingen (Kreis 6)	Vorder Furt	S	1	1	6
230	230628	Wülflingen (Kreis 6)	Neuburg (Dorf)	S	19	20	59
230	230631	Wülflingen (Kreis 6)	Lantig	S	10	13	34
230	230632	Wülflingen (Kreis 6)	Hüslihof	S	1	1	3
230	230701	Mattenbach (Kreis 7)	Waldegg (westlicher Teil)	S	2	4	13
230	230702	Mattenbach (Kreis 7)	Eschenberg	S	2	2	8
230	230899	Personen/Gebäude ohne Siedlungs-Nr.		R	898	399	1’297
231	231001	Zell (Dorf)		S	99	111	289
231	231002	Kollbrunn	Quartiere	Q	438	835	1’848
231	231009	Rikon	Quartiere	Q	264	423	1’120
231	231012	Nussbergstrasse		S	2	1	5
231	231013	Türliacker		S	3	3	8
231	231015	Zehntenfrei		S	1	1	5
231	231016	Ober-Langenhard		S	33	33	104
231	231017	Wolfsbrunnen		S	3	3	8
231	231018	Wissen		S	1	1	2
231	231019	Röhrli		S	1	1	1
231	231020	Garten		S	4	4	15
231	231021	Schoren		S	3	3	12
231	231022	Obere Rutzen		S	4	4	11
231	231023	Unter-Langenhard		S	23	28	79
231	231024	Grossacker		S	1	1	3
231	231025	Sträzler		S	1	1	4
231	231027	Weidli		S	2	2	4
231	231028	Steinacker		S	3	3	9
231	231029	Zellerhalde		S	1	1	3
231	231031	Ober Rüti		S	4	4	9
231	231032	Lettenberg		S	8	10	24
231	231033	Engelburg		S	4	3	10
231	231034	Lochfeld		S	9	8	21
231	231036	Burgweid		S	1	1	2
231	231037	Ifang		S	1	1	4
231	231038	Hornsäge		S	1	1	4
231	231039	Hornwiden		S	1	1	2
231	231040	Unter Rüti		S	1	1	2
231	231041	Bruggäcker		S	32	155	387
231	231042	Rämismühle		S	65	158	505
231	231043	Tobel		S	1	2	6
231	231044	Tibet Institut		S	1	1	7
231	231045	Seefeld		S	2	1	5
231	231399	Personen ohne Siedlungs-Nr. 		R	0	0	77
241	241001	Aesch (Dorf)	Quartiere	Q	258	371	879
241	241003	Sägissen		S	2	2	8
241	241004	Horn		S	1	2	6
241	241005	Grabenacker		S	2	2	4
241	241006	Stüber		S	1	2	8
241	241007	Sandacker		S	1	1	1
241	241008	Wänglen		S	1	1	2
241	241009	Reutetal		S	1	1	2
241	241010	Stierenwald		S	1	1	1
241	241014	Haldenhof		S	1	1	4
241	241018	Buchrüti		S	1	1	3
241	241019	Eggweid		S	1	2	6
241	241020	Kühwald		S	2	2	7
241	241021	Neuweid		S	1	1	4
241	241022	Rebacher		S	1	1	4
241	241023	Nassenmatt		S	1	2	6
241	241399	Personen ohne Siedlungs-Nr. 		R	0	0	5
242	242001	Birmensdorf (Dorf)	Quartiere	Q	913	2’229	4’772
242	242021	Tisenacher		S	1	1	2
242	242022	Ober-Reppischtal		S	1	1	1
242	242024	Ristet		S	4	3	54
242	242025	Aemet		S	6	7	14
242	242026	Sonnhalde		S	30	32	90
242	242027	Moorhau-Fürhoger		S	2	9	15
242	242028	Püntenmas		S	1	2	6
242	242029	Leerbreiti		S	1	2	8
242	242030	Forstanstalt ETH (WSL)		S	1	2	4
242	242032	Brettler		S	1	1	3
242	242033	Grünau		S	1	1	1
242	242034	Hafnerberg		S	8	8	24
242	242035	Schüren		S	4	7	27
242	242036	Schleifer		S	1	1	3
242	242037	Landikon		S	38	83	169
242	242038	Schwandenhof		S	1	1	3
242	242039	Grossäcker		S	1	1	2
242	242040	Behmer		S	9	12	41
242	242042	Vorder-Altenberg		S	5	5	17
242	242043	Weberhaus		S	4	5	14
242	242044	Löffler		S	5	7	19
242	242045	Hochfor		S	1	2	6
242	242046	Filderen		S	1	0	33
242	242047	Röhrlenweid		S	1	1	5
242	242050	Rüti		S	1	1	1
242	242399	Personen ohne Siedlungs-Nr. 		R	0	0	117
243	243001	Dietikon (Stadt)	Quartiere	Q	2’125	9’490	20’893
243	243020	Basi		S	5	4	11
243	243021	Schwarzmatt		S	2	2	4
243	243022	Reppischhof		S	4	6	12
243	243023	Fahr		S	2	2	4
243	243024	Lerzen		S	13	19	48
243	243025	Lerzen/Moosmatt		S	13	18	36
243	243026	Blächen		S	15	22	47
243	243027	Stierenmatt		S	14	19	36
243	243028	Bodacher		S	2	1	1
243	243029	Giessen		S	5	5	8
243	243030	Lindenbüel		S	2	2	9
243	243399	Personen ohne Siedlungs-Nr. 		R	0	0	244
244	244001	Geroldswil (Dorf)	Quartiere	Q	689	1’564	3’681
244	244009	Fahrweid (nördl. Teil)	Quartiere	Q	91	397	822
244	244011	Werd		S	1	1	4
244	244399	Personen ohne Siedlungs-Nr. 		R	0	0	33
245	245001	Oberengstringen (Dorf)	Quartiere	Q	716	2’816	5’805
245	245002	Wyler		S	1	1	2
245	245399	Personen ohne Siedlungs-Nr. 		R	0	0	72
246	246001	Oetwil (Dorf)	Quartiere	Q	367	931	1’980
246	246005	Chisbüel		S	2	1	7
246	246012	Wiesentäli		S	1	2	7
246	246013	Bick		S	1	1	2
246	246014	Grihalde/Zainli		S	37	45	113
246	246399	Personen ohne Siedlungs-Nr. 		R	0	0	11
247	247001	Schlieren (Stadt)	Quartiere	Q	1’190	5’814	12’695
247	247015	Zelgli		S	3	3	7
247	247016	Station Urdorf		S	16	16	34
247	247017	Berg		S	3	5	16
247	247018	Mülireben		S	2	19	35
247	247019	Reitmen		S	1	1	1
247	247022	Moosäcker		S	2	1	5
247	247023	Pfaffenwis		S	17	124	279
247	247399	Personen ohne Siedlungs-Nr. 		R	0	0	284
248	248001	Uitikon (Dorf)	Quartiere	Q	861	1’470	3’282
248	248008	Hallenbad		S	1	2	8
248	248009	Erziehungsanstalt		S	3	8	50
248	248010	Rüti		S	3	3	7
248	248012	Grossmatt		S	12	27	54
248	248013	Eien		S	1	2	6
248	248017	Sunnenbüel		S	1	1	3
248	248018	Stock		S	1	2	7
248	248399	Personen ohne Siedlungs-Nr. 		R	0	0	63		
249	249001	Unterengstringen (Dorf)		S	519	1’233	2’675
249	249002	Sparrenberg		S	2	1	2
249	249003	Sonnenberg		S	4	3	12
249	249005	Schinzbrünneli		S	2	1	4
249	249006	Meierhof		S	1	5	20
249	249007	Churzen-Teilen (Zelgli)		S	2	2	3
249	249008	Alte Schmiede (beim Kloster Fahr)		S	2	1	28
249	249009	Chöpfli		S	2	1	2
249	249011	Seeberg		S	3	4	9
249	249399	Personen ohne Siedlungs-Nr. 		R	0	0	77
250	250001	Urdorf (Dorf)	Quartiere	Q	1’183	4’078	9’205
250	250011	Unter Reppischtal		S	5	3	8
250	250012	Chilstig		S	2	2	5
250	250014	Wagenbach		S	2	3	7
250	250015	Bergermoos		S	3	5	7
250	250016	Möhren		S	2	2	8
250	250017	Waldhof		S	1	1	4
250	250018	Schüracher		S	3	2	9
250	250019	Bifig		S	1	2	5
250	250020	Boll		S	1	1	1
250	250021	Blächen		S	1	1	1
250	250399	Personen ohne Siedlungs-Nr. 		R	0	0	157
251	251001	Weiningen (Dorf)		S	456	713	1’753
251	251002	Bruederberg		S	4	4	7
251	251003	Rank		S	1	1	5
251	251004	Im Wisentäli		S	1	2	6
251	251005	Staldenrain		S	1	1	2
251	251006	Im Wyberg		S	1	2	5
251	251007	Hasennest		S	15	23	65
251	251008	Hargart		S	1	1	2
251	251009	Schlüechti		S	1	2	7
251	251010	Im Büel		S	20	112	212
251	251011	Hängerten		S	27	88	172
251	251012	Brunau		S	28	170	389
251	251013	Muniwis		S	24	190	478
251	251014	Fahrweid (südl. Teil)		S	91	260	631
251	251399	Personen ohne Siedlungs-Nr. 		R	0	0	57
261	261920	Zürich (Stadt)	Hauptsiedlung	Q	34’414	177’844	351’275
261	261021	Zürich (Kreis 2)	Höcklerbrücke	S	2	100	127
261	261022	Zürich (Kreis 2)	Mittel-Leimbach	S	116	894	1’891
261	261023	Zürich (Kreis 2)	Bruchstrasse	S	1	1	1
261	261024	Zürich (Kreis 2)	Ris	S	3	4	14
261	261025	Zürich (Kreis 2)	Unter-Leimbach	S	560	1’246	2’778
261	261026	Zürich (Kreis 2)	Stationsgebiet Manegg	S	13	37	76
261	261027	Zürich (Kreis 2)	Auhüsli	S	1	1	2
261	261031	Zürich (Kreis 3)	Friedhof Oberer Friesenberg	S	1	1	2
261	261032	Zürich (Kreis 3)	Friesenberg (Siedlung)	S	9	79	133
261	261033	Zürich (Kreis 3)	Gänzilooweg	S	1	2	3
261	261034	Zürich (Kreis 3)	Gratweg	S	2	2	3
261	261035	Zürich (Kreis 3)	Oberer Kolbenhof	S	5	19	37
261	261036	Zürich (Kreis 3)	Unterer Kolbenhof	S	1	2	4
261	261037	Zürich (Kreis 3)	Uto-Staffel	S	3	8	19
261	261071	Zürich (Kreis 7)	Im Klösterli	S	70	104	220
261	261072	Zürich (Kreis 7)	Zoologischer Garten	S	9	35	66
261	261073	Zürich (Kreis 7)	Degenried	S	1	1	5
261	261074	Zürich (Kreis 7)	Allmend Fluntern	S	1	3	5
261	261075	Zürich (Kreis 7)	Dreiwiesen	S	1	1	2
261	261076	Zürich (Kreis 7)	Forsthaus Adlisberg	S	1	1	5
261	261077	Zürich (Kreis 7)	Tobelhof	S	15	53	164
261	261078	Zürich (Kreis 7)	Vorderer Adlisberg	S	3	3	7
261	261079	Zürich (Kreis 7)	Wellenbad Dolder	S	1	1	2
261	261080	Zürich (Kreis 7)	Looren	S	104	173	509
261	261081	Zürich (Kreis 7)	Trichtenhausen (nördl. Teil)	S	2	2	3
261	261082	Zürich (Kreis 7)	Im Hau	S	1	4	13
261	261083	Zürich (Kreis 7)	SKA-Sportanlage	S	1	1	2
261	261084	Zürich (Kreis 7)	Hochschulsportanlage	S	1	1	6
261	261091	Zürich (Kreis 9)	Forsthaus Waldegg	S	1	1	3
261	261092	Zürich (Kreis 9)	Juchhof	S	1	1	10
261	261093	Zürich (Kreis 9)	Wohnkolonie Hardhof	S	34	34	75
261	261094	Zürich (Kreis 9)	Feldenmoos	S	1	1	3
261	261103	Zürich (Kreis 10)	ETH-Hönggerberg	S	2	4	5
261	261104	Zürich (Kreis 10)	Frankenbühl	S	6	9	20
261	261105	Zürich (Kreis 10)	Friedhof Hönggerberg	S	1	1	2
261	261107	Zürich (Kreis 10)	Riedweg	S	1	1	4
261	261108	Zürich (Kreis 10)	Rütihof	S	230	1’400	3’326
261	261109	Zürich (Kreis 10)	Nordheim	S	1	2	7
261	261114	Zürich (Kreis 10)	Am Hönggerberg	S	2	2	5
261	261116	Zürich (Kreis 10)	Waidbad	S	1	1	2
261	261117	Zürich (Kreis 10)	Holzwiese	S	4	4	6
261	261118	Zürich (Kreis 10)	Au	S	1	1	4
261	261011	Zürich (Kreis 11)	Katzensee	S	2	4	8
261	261012	Zürich (Kreis 11)	Reckenholz	S	5	6	25
261	261013	Zürich (Kreis 11)	Schwandenholz	S	56	453	1’145
261	261014	Zürich (Kreis 11)	Riedenholz	S	2	2	12
261	261015	Zürich (Kreis 11)	Frohbühl	S	4	4	16
261	261016	Zürich (Kreis 11)	Bettliäcker	S	1	2	8
261	261017	Zürich (Kreis 11)	Waid	S	7	8	29
261	261018	Zürich (Kreis 11)	Aspholz	S	1	1	1
261	261019	Zürich (Kreis 11)	Hungerberg	S	1	1	2
261	261001	Zürich (Kreis 12)	Hubacker	S	1	1	5
261	261002	Zürich (Kreis 12)	Stadtweg	S	1	3	21
261	261003	Zürich (Kreis 12)	Auzelg	S	187	386	1’143
261	261999	Personen/Gebäude ohne Siedlungs-Nr.		R	0	0	11
