BFSNr	SiedlungNr	SiedlungName	qualifier	GebäudeAnz	WohnungenAnz	EinwAnz
120	120025	Sännweid (bei Hinter Sennenberg)		S	1	1	5
120	120026	Frohberg		S	1	1	2
120	120027	Gass (bei Büel)		S	5	6	15
120	120028	Alpenblick		S	1	5	9
120	120029	Hueb		S	12	18	49
120	120030	Uf Rüti		S	2	3	12
120	120031	Aatal		S	9	14	30
120	120032	Mülrüti		S	4	3	6
120	120033	Jonatal		S	18	38	96
120	120034	Grosswis		S	2	4	10
120	120036	Haltbergholz		S	5	5	12
120	120037	Hischwil		S	15	12	30
120	120038	Hinter Erli		S	3	3	11
120	120039	Vorder Erli		S	5	5	16
120	120040	Fälmis		S	4	6	13
120	120041	Gheist		S	2	2	7
120	120042	Unterbach		S	4	4	16
120	120043	Unterhueb		S	6	17	30
120	120044	Wissgass		S	1	1	2
120	120045	Dieterswil		S	9	11	29
120	120046	Haberrüti		S	1	2	6
120	120047	Halden		S	1	1	2
120	120048	Hirschlen		S	2	2	6
120	120049	Badstock		S	6	8	15
120	120050	Rietwis		S	5	9	30
120	120051	Mettlen (bei Brüglen)		S	1	2	7
120	120052	Unter Haltberg		S	9	8	27
120	120053	Ober Haltberg		S	2	4	11
120	120054	Lueget		S	3	2	6
120	120055	Hüebli		S	9	12	27
120	120056	Hirschacher		S	1	1	3
120	120057	Oh		S	9	8	28
120	120058	Tüfi		S	2	2	3
120	120059	Niederholz		S	6	6	18
120	120060	Steinweid		S	2	2	5
120	120061	Steingass		S	2	1	2
120	120062	Bodenmüli		S	9	7	18
120	120063	Forhalden		S	8	3	10
120	120064	Gerstacher		S	1	2	6
120	120065	Rickenbach		S	2	3	8
120	120066	Blattenbach		S	12	12	26
120	120067	Grund		S	2	4	8
120	120068	Stockenmatt		S	2	2	7
120	120069	Tännler		S	5	4	8
120	120070	Ferch		S	61	61	168
120	120071	Ober-Feld		S	10	12	32
120	120072	Hinter Tännler		S	1	1	2
120	120073	Binzholz		S	1	1	1
120	120074	Binzholz		S	107	115	310
120	120075	Feisterbach		S	3	3	8
120	120076	Ferchacher		S	22	21	61
120	120077	Feld		S	1	2	5
120	120078	Schürli (bei Wald)		S	1	2	2
120	120079	Farnboden		S	1	1	2
120	120080	Sack (Bürgerasyl)		S	2	4	65
120	120081	Brüglen		S	14	67	132
120	120082	Elba		S	7	7	18
120	120083	Hömel		S	67	127	305
120	120084	Vorderwald		S	5	6	21
120	120085	Heferen		S	63	64	155
120	120086	Silmatt		S	3	3	5
120	120087	Chilacher		S	2	2	4
120	120088	Hittenberg		S	15	18	48
120	120089	Lauf		S	2	2	5
120	120090	Faltigberg		S	10	30	95
120	120091	Chrinnen		S	4	3	12
120	120092	Grundtal		S	11	8	10
120	120093	Grundhalde		S	1	1	3
120	120096	Tonacher		S	2	4	18
120	120097	Wellenwog		S	1	3	5
120	120098	Strickenberg		S	1	1	4
120	120099	Felsenkeller		S	33	53	151
120	120100	Nüholz		S	3	2	4
120	120101	Hinternord		S	94	175	440
120	120102	Steigweg		S	2	1	1
120	120103	Brugglen		S	29	44	94
120	120104	Dreilinden		S	5	42	95
120	120105	Neuhus		S	28	113	339
120	120106	Stigweid		S	17	17	40
120	120107	Steig		S	3	3	7
120	120108	Rotwasser		S	3	3	6
120	120109	Hofacher		S	6	7	16
120	120110	Ober-Laupen		S	33	34	86
120	120111	Nahren		S	4	5	17
120	120112	Morgen		S	1	2	5
120	120113	Huebwis		S	33	62	151
120	120114	Ober-Morgen		S	2	2	3
120	120115	Bebikon		S	4	7	15
120	120116	Diezikon		S	10	7	17
120	120117	Töbeli		S	4	4	7
120	120118	Diezikon		S	24	30	74
120	120119	Hubacher		S	4	7	24
120	120120	Ober-Tobel		S	1	2	5
120	120121	Strickel		S	2	2	9
120	120122	Dachsegg		S	3	4	12
120	120123	Weier		S	1	1	4
120	120125	Batzberg		S	1	1	6
120	120126	Mettlen (bei Güntisberg)		S	10	13	34
120	120128	Gart		S	1	2	6
120	120129	Hüttenrain		S	1	1	3
120	120130	Rossweid		S	1	1	4
120	120131	Güntisberg		S	16	16	41
120	120132	Tannenboden		S	2	1	3
120	120133	Hiltisberg		S	19	12	30
120	120134	Chefi		S	10	11	31
120	120137	Unterer Chapf		S	1	1	2
120	120138	Chapf		S	1	2	5
120	120139	Laupen		S	109	220	574
120	120140	Ziegelhütte		S	3	2	3
120	120141	Farnweid		S	1	1	2
120	120142	Wili		S	3	3	10
120	120143	Winkel		S	19	24	62
120	120144	Bär		S	6	5	9
120	120145	Altweid		S	3	4	6
120	120146	Au		S	15	16	55
120	120147	Untere Scheidegg		S	1	1	1
120	120148	Brand		S	18	18	58
120	120149	Rigi		S	13	12	36
120	120150	Berg-Dieterswil		S	1	2	6
120	120152	Hundsruggen		S	1	1	6
120	120153	Tüfenhof		S	1	3	3
120	120154	Stampf		S	2	2	13
120	120156	Hagenacher		S	1	1	6
120	120158	Boden		S	2	3	8
120	120159	Hinderwald		S	4	2	6
120	120160	Buacher		S	1	1	2
120	120161	Neuguet		S	1	2	7
120	120399	Personen ohne Siedlungs-Nr. 		R	0	0	156
121	121001	Wetzikon (Dorf)	Quartiere	Q	1’710	5’743	12’969
121	121005	Summerau		S	67	75	197
121	121006	Sporrweggli		S	3	3	8
121	121007	Leisihalden		S	102	98	294
121	121008	Burg		S	9	9	26
121	121009	Eichholz		S	5	5	12
121	121010	Burgweid		S	2	3	6
121	121011	Müli		S	10	20	60
121	121012	Oberkempten		S	185	345	900
121	121013	Harlachen		S	19	20	54
121	121014	Emmetschloo		S	54	55	144
121	121015	Herrenweidli		S	1	3	5
121	121016	Cherschiben		S	2	5	8
121	121017	Linggenberg		S	17	21	46
121	121018	Robank		S	19	25	65
121	121019	Flos		S	4	10	29
121	121020	Zil		S	9	32	76
121	121021	Nübruch		S	17	23	60
121	121022	Grossenstein		S	2	2	6
121	121023	Sänggelen		S	2	2	3
121	121024	Neugrund		S	2	2	9
121	121026	Medikon		S	68	84	315
121	121027	Froberg		S	38	45	105
121	121028	Sandbüel		S	82	107	272
121	121029	Rötel		S	36	37	100
121	121030	Pfruendweid		S	13	15	119
121	121031	Moos		S	12	12	26
121	121032	Ettenhausen (Dorf)		S	75	91	200
121	121034	Hochrüti		S	4	4	10
121	121035	Ober-Emmetschloo		S	2	1	4
121	121036	Steinacher		S	1	2	5
121	121037	Morgen		S	120	191	492
121	121038	Tannenrain		S	23	51	131
121	121039	Allenberg		S	3	3	4
121	121040	Husbüel		S	2	1	3
121	121041	Hännen		S	5	5	19
121	121043	Schwändi		S	3	3	5
121	121044	Wisental		S	1	1	3
121	121045	Bächelacher		S	3	4	8
121	121046	Neuwis		S	7	6	13
121	121047	Bergli (bei Ettenhausen)		S	1	1	4
121	121048	Rosen		S	1	2	3
121	121050	Widum		S	126	344	705
121	121051	Müliwisen		S	60	66	169
121	121399	Personen ohne Siedlungs-Nr. 		R	0	0	437
131	131001	Adliswil (Stadt)		Q	1’987	7’137	15’230
131	131015	Rebegg		S	1	1	1
131	131017	Tüfi		S	3	4	13
131	131018	Grüt		S	10	20	62
131	131019	Sunnau		S	2	3	5
131	131020	Moos		S	18	28	65
131	131021	Letten		S	24	86	164
131	131022	Hinter-Stieg		S	1	1	1
131	131023	Vorder-Stieg		S	3	3	8
131	131024	Landolt		S	3	3	5
131	131025	Junker		S	1	1	2
131	131026	Rossweg		S	1	1	2
131	131027	Hermen		S	2	2	2
131	131029	Vögeli		S	2	2	9
131	131030	Aetzern		S	1	2	4
131	131031	Waldi		S	5	4	11
131	131032	Obstgarten		S	1	1	3
131	131033	Chüeacher		S	1	1	2
131	131035	Chöpfweid		S	1	1	2
131	131036	Weier		S	3	3	5
131	131399	Personen ohne Siedlungs-Nr. 		R	0	0	226
132	132001	Hirzel-Kirche (Dorf)		S	55	126	322
132	132002	Eschtürli		S	1	1	2
132	132003	Chüeweidli		S	1	1	1
132	132004	Simismoos		S	2	2	7
132	132006	Zimmerberg		S	7	13	39
132	132007	Widenbach		S	5	5	16
132	132008	Chieleren		S	1	1	4
132	132009	Harüti		S	5	8	23
132	132010	Neuhus		S	4	6	9
132	132011	Widenhüsli		S	2	5	11
132	132012	Sunnenrich		S	1	1	2
132	132013	Unteri Chaseren		S	1	1	1
132	132014	Alter Hirschen		S	2	3	8
132	132015	Strickler		S	6	6	18
132	132017	Oberi Chaseren		S	4	4	6
132	132018	Lindengüetli		S	1	1	5
132	132019	Chaserenhüsli		S	1	1	3
132	132020	Vorderi Chaseren		S	2	1	4
132	132021	Harhalden		S	1	1	2
132	132022	Lerch		S	1	1	2
132	132023	Forenmoos		S	1	1	3
132	132024	Neuhalden		S	1	2	4
132	132025	Heichel		S	1	1	1
132	132026	Wolfisbüel		S	4	6	10
132	132027	Oberes Dürenmoos		S	5	2	6
132	132028	Höchi		S	6	8	19
132	132029	Dürenmoos		S	5	9	24
132	132030	Vorderes Dürenmoos		S	1	1	5
132	132031	Unteres Dürenmoos		S	1	1	5
132	132032	An der Strass		S	2	3	6
132	132033	Müsegg		S	2	2	7
132	132034	Rüebgarten		S	2	2	6
132	132035	Tobelmüli		S	2	3	5
132	132036	Moosacher		S	4	3	10
132	132037	Unteri Siten		S	9	12	20
132	132039	Oberi Siten		S	1	1	3
132	132040	Jegerhus		S	1	1	4
132	132041	Fänser		S	5	5	18
132	132042	Kirchrain		S	33	78	191
132	132043	Vorderi Siten		S	53	89	245
132	132044	Geeristeg		S	2	3	11
132	132045	Sihlbrugg (nordöstl. Teil)		S	4	9	25
132	132046	Vorderi Höchi		S	7	14	51
132	132047	Chalbisau		S	6	8	20
132	132048	Chlus		S	2	2	2
132	132049	Brestenegg		S	2	3	11
132	132050	Heerenrainli		S	11	13	31
132	132051	Rennweg		S	3	4	16
132	132052	Nägelihus		S	2	4	8
132	132053	Chelen		S	4	5	13
132	132054	Brämenhalden		S	8	8	24
132	132055	Drei Eichen		S	1	1	2
132	132056	Aegerten		S	1	2	6
132	132058	Cholgrueb		S	2	4	7
132	132059	Bruederhus		S	2	4	7
132	132060	Oberi Chelen		S	3	3	8
132	132061	Gschättli		S	2	3	12
132	132062	Gumpi		S	1	1	4
132	132063	Schiffli		S	4	2	17
132	132064	Mettel		S	1	0	1
132	132065	Chelengüetli		S	1	1	2
132	132066	Feldstrasse		S	5	8	17
132	132067	Rothus		S	1	1	1
132	132068	Spitzenmatte		S	52	83	231
132	132069	Zugerstrasse		S	1	2	6
132	132070	Mülibüel		S	1	1	1
132	132071	Chronerain		S	16	19	52
132	132072	Boden		S	2	4	12
132	132073	Erni		S	1	1	5
132	132074	Föxen		S	1	2	3
132	132075	Sprümüli		S	2	3	12
132	132076	Tischmacherhüsli		S	1	1	2
132	132077	Spitzenrain		S	3	1	5
132	132078	Spitzenbüel		S	1	1	4
132	132079	Bächenmoos		S	7	9	27
132	132080	Sihlmatt		S	4	4	15
132	132081	Hinter Bächenmoos		S	1	1	2
132	132082	Brunnen		S	1	2	8
132	132083	Äbnet		S	1	1	5
132	132084	Neubrunnen		S	1	1	1
132	132085	Brunnenhüsli		S	1	1	2
132	132086	Vorder Bächenmoos		S	15	15	46
132	132399	Personen ohne Siedlungs-Nr. 		R	0	0	88
133	133001	Horgen (Dorf)		Q	2’251	7’117	15’973
133	133006	Werkplatz Sihlwald		S	3	12	21
133	133007	Sihlwald		S	2	2	5
133	133008	Forsthaus Sihlwald		S	2	2	5
133	133009	Sihlboden		S	2	3	8
133	133010	Schüeppenloch		S	1	1	5
133	133011	Hinteres Maurenmoos		S	1	1	4
133	133012	Sonnenheim		S	1	1	4
133	133013	Vorderes Maurenmoos		S	2	4	6
133	133014	Stengelen		S	1	2	7
133	133015	Boden		S	1	1	1
133	133016	Oberhof		S	12	14	32
133	133017	Moorschwand		S	18	24	68
133	133018	Büel		S	4	6	14
133	133019	Tableten		S	3	5	11
133	133020	Binzboden		S	1	1	2
133	133021	Mürg		S	2	2	6
133	133022	Stockacker		S	3	3	6
133	133023	Feld		S	2	2	7
133	133024	Wührenbach		S	14	22	54
133	133025	Fischenrüti		S	2	2	4
133	133026	Unterwerk Sihlbrugg		S	1	2	5
133	133027	Sihlbrugg (Station)		S	5	5	12
133	133028	Unterhaus		S	6	8	23
133	133029	Eschtürli		S	2	2	6
133	133030	Bruppacher		S	7	6	12
133	133031	Alt-Unterhaus		S	1	1	2
133	133032	Sonnenberg		S	1	2	3
133	133033	Hüsliweber		S	2	3	6
133	133034	Näf		S	2	3	6
133	133035	Hinter-Klausen		S	5	10	18
133	133036	Vorder-Klausen		S	14	17	48
133	133037	Melchgaden		S	1	1	3
133	133038	Grindel		S	1	1	2
133	133039	Bocken		S	7	11	24
133	133040	Schlitten		S	2	3	12
133	133041	Kniebreche		S	4	5	7
133	133042	Gwandlen		S	2	1	1
133	133043	Bätpur		S	32	49	109
133	133044	Rietli		S	1	3	8
133	133045	Risi		S	3	9	29
133	133046	Badenmatt		S	1	1	2
133	133047	Katzenholz		S	2	2	3
133	133049	Neumatt		S	9	9	17
133	133050	Neuhof		S	3	3	6
133	133051	Gottshalden		S	4	4	11
133	133052	Sonnau		S	2	1	2
133	133053	Längeberg		S	2	4	10
133	133054	Waid		S	3	3	12
133	133055	Hintere Rietwies		S	8	11	27
133	133056	Mittlere Rietwies		S	3	5	16
133	133057	Äussere Rietwies		S	4	4	10
133	133058	Matte		S	1	2	5
133	133059	Arn		S	71	129	326
133	133060	Unterer Widenbach		S	2	2	6
133	133061	Widenbach		S	1	1	6
133	133062	Obere Hinterrüti		S	2	4	12
133	133063	Untere Hinterrüti		S	1	1	2
133	133064	Hasenacker		S	1	1	3
133	133066	Neuhaus		S	1	1	1
133	133067	Untere Hanegg		S	6	7	20
133	133068	Hanegg		S	1	1	1
133	133069	Obere Hanegg		S	3	3	7
133	133070	Rank		S	1	1	3
133	133071	Waldhof		S	3	6	13
133	133072	Sonnenhof		S	1	1	1
133	133073	Kräh		S	1	2	4
133	133074	Zuger-Hütten-Str.		S	1	1	3
133	133075	Waldegg		S	2	3	11
133	133076	Pappelweg		S	4	4	10
133	133077	Harüti		S	1	2	5
133	133399	Personen ohne Siedlungs-Nr. 		R	0	0	298
134	134001	Hütten (Dorf)		S	117	171	451
134	134002	Neugut		S	1	2	7
134	134003	Segel		S	12	14	35
134	134004	Obere Hengerten		S	3	3	12
134	134005	Untere Hengerten		S	1	2	9
134	134006	Waldheim		S	1	2	8
134	134007	Obere Laubegg		S	1	1	1
134	134008	Untere Laubegg		S	2	4	9
134	134009	Obere Laubegg		S	2	4	13
134	134010	Böschen		S	3	5	9
134	134011	Moos		S	2	2	9
134	134012	Schafrain		S	1	3	6
134	134014	Frohe Aussicht		S	2	5	7
134	134016	Bergli		S	5	3	5
134	134017	Finsterseehalden		S	5	6	14
134	134018	Ziegelhüsli		S	1	1	5
134	134019	Tannenhof		S	1	2	4
134	134020	Knäus		S	5	6	15
134	134021	Frohberg		S	1	1	2
134	134022	Freihof		S	4	4	15
134	134023	Hinter-Langmoos		S	9	8	18
134	134024	Käserei Langmoos		S	1	1	2
134	134025	Vorder-Langmoos		S	8	11	28
134	134026	Au		S	12	15	43
134	134027	Ober Rebgarten		S	1	3	8
134	134028	Unter Rebgarten		S	1	1	4
134	134029	Sihlwehr		S	1	1	5
134	134030	Säge		S	2	2	2
134	134031	Boden		S	2	2	9
134	134033	Heiten		S	1	1	5
134	134034	Sihlau		S	2	3	7
134	134035	Schmitten		S	3	2	10
134	134036	Unter Oerischwand		S	3	5	18
134	134037	Hinter-Schönau		S	2	2	12
134	134039	Hinter-Mistlibühl		S	2	2	4
134	134040	Gschwendboden		S	2	3	12
134	134042	Ober Oerischwand		S	2	2	6
134	134044	Halden		S	1	1	2
134	134399	Personen ohne Siedlungs-Nr. 		R	0	0	29
135	135001	Kilchberg (Dorf)	Quartiere	Q	1’276	3’206	6’511
135	135009	Lätten		S	55	54	171
135	135010	Sanitas		S	5	17	131
135	135011	Brölberg		S	10	19	41
135	135013	Ghei		S	7	8	27
135	135014	Bänklen		S	12	85	196
135	135015	Hohenrain		S	5	8	23
135	135399	Personen ohne Siedlungs-Nr. 		R	0	0	97
136	136001	Langnau (Dorf)	Quartiere	Q	782	2’098	4’745
136	136002	Waldi		S	22	27	60
136	136003	Hasengarten		S	1	3	9
136	136004	Langenberg		S	1	1	2
136	136007	Rinderweid		S	3	4	10
136	136008	Unter-Albis		S	30	29	63
136	136009	Mühlehalde		S	310	514	1’220
136	136013	Striempel		S	36	35	104
136	136017	Kniebreche		S	3	3	10
136	136018	Büelweid		S	1	1	2
136	136019	Hinter-Albis		S	8	9	21
136	136020	Weid		S	15	18	31
136	136021	Ober-Albis		S	22	27	61
136	136022	Ober-Rengg		S	10	14	45
136	136023	Rengg		S	1	4	12
136	136024	Tobel		S	3	3	9
136	136025	Vorder-Risleten		S	3	5	9
136	136027	Sihlhof		S	1	1	1
136	136028	Mittelalbis		S	4	5	10
136	136399	Personen ohne Siedlungs-Nr. 		R	0	0	171		
137	137001	Oberrieden (Dorf)	Quartiere	Q	799	2’005	4’413
137	137003	Risi		S	4	6	15
137	137005	In der Weid		S	7	8	21
137	137399	Personen ohne Siedlungs-Nr. 		R	0	0	134
138	138001	Richterswil (Dorf)		Q	1’388	3’102	7’103
138	138009	Schönau		S	7	12	32
138	138010	Mülenen		S	12	22	49
138	138011	Waldhüsli		S	1	1	2
138	138012	Untermatt		S	2	3	11
138	138013	Unter-Schwanden		S	44	143	331
138	138014	Obermatt		S	6	5	18
138	138015	Mittler-Schwanden		S	37	39	143
138	138016	Neuhus		S	4	5	13
138	138017	Ober-Schwanden		S	8	9	33
138	138018	Schönrain		S	3	3	9
138	138019	Frohe Aussicht		S	1	2	6
138	138020	Sennhütten		S	1	1	4
138	138021	Frohberg		S	28	37	108
138	138022	Neuhusrain		S	3	3	7
138	138023	Moos		S	2	3	9
138	138024	Geisser		S	2	2	7
138	138025	Weid		S	4	5	17
138	138026	Grüenfeld		S	100	103	284
138	138028	Specki		S	1	1	3
138	138029	Chalchbüel		S	1	1	3
138	138030	Vorder-Egg		S	11	11	27
138	138031	Rain		S	1	1	2
138	138032	Rees		S	7	10	26
138	138033	Gerlisberg		S	3	4	9
138	138034	Obstgarten		S	17	24	60
138	138035	Sagen		S	11	41	100
138	138036	Sternen		S	2	2	7
138	138037	Neuheim		S	1	2	2
138	138038	Walder		S	1	0	1
138	138039	Hügsam		S	45	162	376
138	138040	Löchli		S	1	1	4
138	138041	Unter-Schürli		S	1	1	3
138	138042	Haslen		S	14	16	47
138	138043	Dürsenen		S	13	38	78
138	138044	Ober-Schürli		S	2	2	5
138	138045	Am Bach		S	4	6	14
138	138046	Samstagern		S	94	258	653
138	138047	Stollenrain		S	1	1	2
138	138048	Holz		S	3	6	10
138	138049	Haslenzopf		S	80	144	416
138	138050	Langrain		S	3	3	7
138	138051	Seeben		S	2	2	8
138	138052	Fälmis		S	16	24	65
138	138053	Mittler-Weberrüti		S	3	2	7
138	138054	Oberholz		S	1	1	5
138	138055	Oberrüti		S	1	2	5
138	138056	Ober-Weberrüti		S	1	3	6
138	138057	Seeli		S	5	7	30
138	138058	Bellen		S	6	9	21
138	138059	Spitzrain		S	2	2	8
138	138060	Neuhof		S	4	6	13
138	138061	Neuweid		S	1	1	1
138	138062	Gerlisbergstrasse		S	1	1	3
138	138399	Personen ohne Siedlungs-Nr. 		R	0	0	141
139	139001	Rüschlikon (Dorf)		Q	889	2’095	4’653
139	139028	Hinter Längimoos		S	1	2	7
139	139029	Riemen		S	1	1	2
139	139030	Vorder Längimoos		S	2	3	9
139	139399	Personen ohne Siedlungs-Nr. 		R	0	0	187
140	140001	Schönenberg (Dorf)		S	97	175	468
140	140002	Rechberg		S	6	7	20
140	140003	Moos		S	1	1	7
140	140004	Risi		S	1	2	9
140	140005	Kaltenboden		S	1	1	2
140	140006	Unter-Mittelberg		S	4	5	15
140	140007	Brunnehüsli		S	1	1	2
140	140008	Nussbäumen		S	5	6	14
140	140009	Müsli		S	5	10	25
140	140010	Hintere Stollen		S	8	13	30
140	140011	Bubenwies		S	4	5	19
140	140012	Mittelberg		S	3	5	15
140	140013	Tannenhof		S	2	3	5
140	140014	Tanne		S	13	24	47
140	140015	Untere Tanne		S	2	4	12
140	140016	Erniweg		S	2	4	9
140	140017	Weisserlen		S	1	1	3
140	140018	Ober-Weisserlen		S	1	2	6
140	140019	Aesch		S	6	7	15
140	140020	Hinterberg		S	1	1	2
140	140021	Au		S	3	4	6
140	140022	Stollen		S	11	15	45
140	140023	Stollenweid		S	1	2	29
140	140024	Hintere Fernegg		S	1	1	3
140	140025	Fernegg		S	55	56	160
140	140026	Täglischür		S	4	7	17
140	140027	Zweierhof		S	23	24	65
140	140028	Gehrensteg		S	2	2	6
140	140029	Mühlestalden		S	12	15	38
140	140030	Hintere Egg		S	3	3	8
140	140031	Egg		S	7	10	27
140	140032	Suhner		S	2	2	10
140	140033	Gubel		S	1	2	3
140	140035	Neubad		S	7	7	29
140	140036	Sonnenrain		S	4	5	9
140	140037	Sonnenblick		S	17	17	52
140	140038	Palmisacker		S	31	33	96
140	140039	Humbel		S	7	16	47
140	140042	Matte		S	24	26	66
140	140043	Unter-Neugut		S	1	1	1
140	140044	Hohenberg		S	1	2	5
140	140045	Külpen		S	6	6	22
140	140046	Ober-Külpen		S	1	2	8
140	140047	Unter-Rotenblatt		S	1	1	2
140	140048	Rotenblatt		S	4	4	11
140	140049	Haldenmattli		S	2	4	9
140	140050	Bubheini		S	1	1	3
140	140051	Säge		S	8	13	32
140	140052	Schützenmatt		S	1	1	2
140	140053	Neumatt		S	1	2	3
140	140054	Mittlere Langwies		S	9	12	27
140	140055	Vordere Langwies		S	1	1	2
140	140056	Gisihegi		S	5	7	17
140	140057	Ober-Neugut		S	2	2	6
140	140059	Buchen		S	4	4	13
140	140060	Unter-Wolfbühl		S	2	3	9
140	140061	Ober-Rotenblatt		S	2	2	8
140	140062	Rain		S	3	5	14
140	140063	Neuhaus		S	1	1	2
140	140064	Am Rain		S	2	3	9
140	140065	Gschwend		S	4	5	17
140	140066	Neuhof		S	2	2	2
140	140067	Gschwendmatt		S	1	2	2
140	140068	Oberhüsli		S	1	1	1
140	140069	Ober-Wolfbühl		S	1	2	7
140	140070	Mittler-Wolfbühl		S	3	4	10
140	140071	Schanz		S	2	3	8
140	140072	Waldrain		S	1	1	4
140	140073	Festig		S	2	2	7
140	140074	Waldhalde		S	1	1	2
140	140075	Wald		S	3	3	7
140	140076	Thor		S	1	1	5
140	140077	Haslaub		S	9	12	40
140	140078	Bolet		S	1	1	3
140	140079	Haslaubstrasse		S	1	2	8
140	140399	Personen ohne Siedlungs-Nr. 		R	0	0	31
141	141001	Thalwil (Dorf)	Quartiere	Q	2’004	6’336	13’296
141	141006	Chalchofen		S	2	1	2
141	141007	Sihlhalde		S	3	4	11
141	141008	Boden		S	2	2	5
141	141009	Brand		S	1	1	1
141	141010	Gattikon		S	237	1’030	2’142
141	141012	Unterwerk		S	7	6	16
141	141013	Hohlgass		S	22	65	142
141	141014	Vogelsang		S	1	1	3
141	141015	Schweikrüti		S	1	1	4
141	141017	Vorderes Mettli		S	1	1	4
141	141399	Personen ohne Siedlungs-Nr. 		R	0	0	179
142	142001	Wädenswil (Stadt)	Quartiere	Q	1’997	5’917	13’269
142	142002	Au	Quartiere	Q	689	2’170	4’844
142	142012	Halbinsel Au		S	5	5	14
142	142014	Brunnenacher		S	2	3	8
142	142015	Allenwinden		S	5	7	20
142	142016	Dächenwis		S	1	2	2
142	142017	Hegimoos		S	4	4	12
142	142018	Mittler-Rüti		S	2	2	5
142	142019	Ober-Rüti		S	1	2	2
142	142020	Vorder-Rüti		S	3	4	10
142	142022	Aamüli		S	1	1	1
142	142023	Strasshus		S	6	12	24
142	142025	Frohbüel		S	1	1	1
142	142026	Luggenbüel		S	3	2	12
142	142028	Unter-Chalchtaren		S	2	4	8
142	142029	Gulmenhof		S	1	2	9
142	142030	Burstel		S	2	3	10
142	142031	Chüefer		S	1	2	5
142	142032	Stocken		S	7	6	16
142	142033	Ober-Chalchtaren		S	1	1	3
142	142034	Unter-Oedischwänd		S	2	2	6
142	142035	Bachgaden		S	9	10	29
142	142036	Chotten		S	2	2	9
142	142037	Waggitalstrasse		S	1	2	7
142	142038	Ober-Oedischwänd		S	5	5	13
142	142039	Neuhof		S	2	3	10
142	142040	Furthof		S	3	3	13
142	142041	Sennhusrain		S	1	1	3
142	142042	Sennhus		S	4	8	30
142	142043	Mugeren		S	1	2	6
142	142044	Aeppli		S	1	1	4
142	142045	Aahalden		S	2	3	9
142	142046	Waggital		S	7	8	26
142	142047	Widen		S	3	3	8
142	142048	Hinter-Widen		S	1	1	3
142	142049	Vorder-Widen		S	1	2	6
142	142050	Herrlisberg		S	19	27	77
142	142051	Grundhof		S	1	1	2
142	142052	Halden		S	1	2	4
142	142054	Mugerenrain		S	1	1	2
142	142057	Hessen		S	1	2	5
142	142058	Ober-Schluchtal		S	3	7	26
142	142059	Schluchtal		S	1	1	4
142	142060	Ober-Gisenrüti		S	5	6	18
142	142061	Gisibach		S	1	2	6
142	142062	Langrüti		S	5	6	28
142	142063	Wändel		S	5	6	17
142	142064	Feld		S	9	12	30
142	142065	Neuhus		S	1	2	4
142	142066	Unter-Feld		S	4	9	17
142	142067	Hänsital		S	1	3	6
142	142068	Gerenau		S	1	1	4
142	142069	Zollingerhüser		S	4	7	21
142	142070	Felsen		S	8	14	35
142	142071	Eichmüli		S	5	12	27
142	142072	Buechhof		S	4	4	10
142	142073	Unter-Gisenrüti		S	8	12	32
142	142074	Grindel		S	2	6	11
142	142075	Weienschür		S	2	3	8
142	142076	Grossengaden		S	1	5	11
142	142077	Hofacher		S	1	1	5
142	142078	Neuguet		S	2	2	8
142	142079	Steinweid		S	3	4	6
142	142080	Mosli		S	2	3	10
142	142081	Unter-Himmeri		S	3	6	10
142	142082	Ober-Himmeri		S	4	6	20
142	142083	Beichlen		S	7	12	24
142	142084	Unter-Beichlen		S	1	1	2
142	142086	Sennweid		S	1	1	4
142	142087	Neuhusrain		S	1	1	2
142	142088	Niedersaum		S	5	6	17
142	142089	Chliweid		S	1	1	7
142	142091	Erni		S	3	3	8
142	142092	Sunft		S	2	2	10
142	142093	Brüsch		S	2	1	2
142	142094	Vordere Au		S	4	5	12
142	142095	Hintere Au		S	1	1	4
142	142097	Bachgaden Weiher		S	1	2	5
142	142098	Hinter Mugern		S	3	3	12
142	142099	Vorder Mugern		S	2	3	14
142	142100	Mittelberg		S	1	1	4
142	142399	Personen ohne Siedlungs-Nr. 		R	0	0	416
151	151001	Erlenbach	Quartiere	Q	1’024	1’972	4’519
151	151399	Personen ohne Siedlungs-Nr. 		R	0	0	90		
152	152001	Herrliberg (Dorf)		S	1’212	2’203	5’025
152	152006	Kittenmühle		S	4	3	4
152	152007	Sennhof		S	2	2	8
152	152008	Paschi		S	1	1	2
152	152009	Biswind		S	4	5	11
152	152010	Blüemlisalp		S	1	1	3
152	152012	Ob dem Hof		S	6	8	22
152	152013	Hof		S	4	5	10
152	152014	Schürwis		S	1	1	2
152	152015	Wetzwil (Kirche)		S	2	2	6
152	152016	Rütibühl		S	4	3	31
152	152017	Busenharder		S	3	3	5
152	152018	Wetzwil (Dorf)		S	31	51	132
152	152019	Zelg		S	3	3	6
152	152021	Rütihof		S	9	9	24
152	152022	Fröschgüllen		S	3	3	9
152	152023	Mühlacher		S	2	1	2
152	152024	Gugen		S	2	1	2
152	152025	Schmitteneich		S	2	2	5
152	152026	Vorrain		S	1	1	4
152	152027	Holzboden		S	1	1	1
152	152029	Hasenacher		S	4	4	10
152	152030	Felsengrund		S	2	2	10
152	152031	Schönalp		S	1	1	1
